fight_id	turn	field	sim_value	engine_value	action_context	suspected_reading_corruption
soak-20260804-224517-run003#f4	2	l2.enemy_pool_drop	10	9	cards=3/3 hand_unresolved=0 n_enemies=2 pool=87->78	0
soak-20260804-224517-run003#f4	2	l2.fanfare_after_turn	6	18	cards=3/3 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f4	2	l2.fanfare_next_open_post_decay	5	18	cards=3/3 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f4	2	l2.encore_after_turn	3	0	cards=3/3 hand_unresolved=0 n_enemies=2	1
soak-20260804-224517-run003#f4	3	l2.block_at_turn_end	16	14	cards=4/4 hand_unresolved=1 n_enemies=2	0
soak-20260804-224517-run003#f4	3	l2.enemy_pool_drop	9	4	cards=4/4 hand_unresolved=1 n_enemies=2 pool=78->74	0
soak-20260804-224517-run003#f4	3	l2.fanfare_after_turn	18	24	cards=4/4 hand_unresolved=1 n_enemies=2	0
soak-20260804-224517-run003#f4	3	l2.fanfare_next_open_post_decay	14	24	cards=4/4 hand_unresolved=1 n_enemies=2	0
soak-20260804-224517-run003#f4	4	l2.block_at_turn_end	15	14	cards=5/5 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f4	4	l2.enemy_pool_drop	15	18	cards=5/5 hand_unresolved=0 n_enemies=2 pool=74->56	0
soak-20260804-224517-run003#f4	4	l2.fanfare_after_turn	24	26	cards=5/5 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f4	4	l2.fanfare_next_open_post_decay	19	26	cards=5/5 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f4	4	l2.encore_after_turn	5	0	cards=5/5 hand_unresolved=0 n_enemies=2	1
soak-20260804-224517-run003#f4	5	l2.enemy_pool_drop	5	8	cards=4/4 hand_unresolved=0 n_enemies=2 pool=56->48	0
soak-20260804-224517-run003#f4	5	l2.fanfare_after_turn	30	25	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f4	5	l2.fanfare_next_open_post_decay	24	25	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f4	6	l2.block_at_turn_end	11	12	cards=4/4 hand_unresolved=1 n_enemies=2	0
soak-20260804-224517-run003#f4	6	l2.enemy_pool_drop	16	11	cards=4/4 hand_unresolved=1 n_enemies=2 pool=48->37	0
soak-20260804-224517-run003#f4	6	l2.fanfare_after_turn	25	26	cards=4/4 hand_unresolved=1 n_enemies=2	0
soak-20260804-224517-run003#f4	6	l2.fanfare_next_open_post_decay	20	26	cards=4/4 hand_unresolved=1 n_enemies=2	0
soak-20260804-224517-run003#f4	6	l2.encore_after_turn	5	0	cards=4/4 hand_unresolved=1 n_enemies=2	1
soak-20260804-224517-run003#f4	7	l2.block_at_turn_end	12	10	cards=3/3 hand_unresolved=1 n_enemies=2	0
soak-20260804-224517-run003#f4	7	l2.enemy_pool_drop	9	10	cards=3/3 hand_unresolved=1 n_enemies=2 pool=37->27	0
soak-20260804-224517-run003#f4	7	l2.fanfare_after_turn	26	24	cards=3/3 hand_unresolved=1 n_enemies=2	0
soak-20260804-224517-run003#f4	7	l2.fanfare_next_open_post_decay	21	24	cards=3/3 hand_unresolved=1 n_enemies=2	0
soak-20260804-224517-run003#f4	8	l2.enemy_pool_drop	21	26	cards=4/4 hand_unresolved=0 n_enemies=2 pool=27->1	0
soak-20260804-224517-run003#f4	8	l2.fanfare_next_open_post_decay	19	24	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f4		record.cards_played[Ethereal Spotlight]	0	9	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run003#f4		record.cards_played[Soloist's Solicitation]	2	3	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run003#f5	1	l1.damage	6	10	card=Freminet — Pers, Deploy! target=Shrinker Beetle target_hp=31->21 n_enemies=2	0
soak-20260804-224517-run003#f5	3	l1.damage	4	2	card=Lynette — Magic Trick: Astonishing Shift target=Shrinker Beetle target_hp=12->10 n_enemies=2	0
soak-20260804-224517-run003#f5	6	l1.damage	5	11	card=Usher the Waves target=Fuzzy Wurm Crawler target_hp=33->22 n_enemies=2	0
soak-20260804-224517-run003#f5	1	l2.enemy_pool_drop	31	23	cards=4/4 hand_unresolved=1 n_enemies=2 pool=95->72	0
soak-20260804-224517-run003#f5	1	l2.fanfare_after_turn	0	5	cards=4/4 hand_unresolved=1 n_enemies=2	0
soak-20260804-224517-run003#f5	1	l2.fanfare_next_open_post_decay	0	5	cards=4/4 hand_unresolved=1 n_enemies=2	0
soak-20260804-224517-run003#f5	2	l2.enemy_pool_drop	0	3	cards=3/3 hand_unresolved=0 n_enemies=2 pool=72->69	0
soak-20260804-224517-run003#f5	2	l2.fanfare_after_turn	9	11	cards=3/3 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f5	2	l2.fanfare_next_open_post_decay	7	11	cards=3/3 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f5	2	l2.encore_after_turn	3	0	cards=3/3 hand_unresolved=0 n_enemies=2	1
soak-20260804-224517-run003#f5	3	l2.block_at_turn_end	13	11	cards=5/5 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f5	3	l2.enemy_pool_drop	12	7	cards=5/5 hand_unresolved=0 n_enemies=2 pool=69->62	0
soak-20260804-224517-run003#f5	3	l2.fanfare_after_turn	11	24	cards=5/5 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f5	3	l2.fanfare_next_open_post_decay	9	24	cards=5/5 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f5	4	l2.enemy_pool_drop	22	14	cards=4/4 hand_unresolved=1 n_enemies=2 pool=62->48	0
soak-20260804-224517-run003#f5	4	l2.fanfare_next_open_post_decay	19	24	cards=4/4 hand_unresolved=1 n_enemies=2	0
soak-20260804-224517-run003#f5	5	l2.block_at_turn_end	10	8	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f5	5	l2.enemy_pool_drop	6	9	cards=4/4 hand_unresolved=0 n_enemies=2 pool=48->39	0
soak-20260804-224517-run003#f5	5	l2.fanfare_next_open_post_decay	19	24	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run003#f5		record.cards_played[Ethereal Spotlight]	0	6	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run004#f1	1	l2.enemy_pool_drop	20	14	cards=4/4 hand_unresolved=1 n_enemies=3 pool=56->42	0
soak-20260804-224517-run004#f1	1	l2.fanfare_after_turn	0	6	cards=4/4 hand_unresolved=1 n_enemies=3	0
soak-20260804-224517-run004#f1	1	l2.fanfare_next_open_post_decay	0	6	cards=4/4 hand_unresolved=1 n_enemies=3	0
soak-20260804-224517-run004#f1	2	l2.block_at_turn_end	10	8	cards=5/5 hand_unresolved=0 n_enemies=3	0
soak-20260804-224517-run004#f1	2	l2.fanfare_after_turn	6	10	cards=5/5 hand_unresolved=0 n_enemies=3	0
soak-20260804-224517-run004#f1	2	l2.fanfare_next_open_post_decay	5	10	cards=5/5 hand_unresolved=0 n_enemies=3	0
soak-20260804-224517-run004#f1	3	l2.enemy_pool_drop	8	20	cards=4/4 hand_unresolved=1 n_enemies=3 pool=42->22	0
soak-20260804-224517-run004#f1	3	l2.fanfare_after_turn	10	14	cards=4/4 hand_unresolved=1 n_enemies=3	0
soak-20260804-224517-run004#f1	3	l2.fanfare_next_open_post_decay	8	14	cards=4/4 hand_unresolved=1 n_enemies=3	0
soak-20260804-224517-run004#f1	4	l2.block_at_turn_end	9	11	cards=5/5 hand_unresolved=1 n_enemies=3	0
soak-20260804-224517-run004#f1	4	l2.enemy_pool_drop	8	17	cards=5/5 hand_unresolved=1 n_enemies=3 pool=22->5	0
soak-20260804-224517-run004#f1	4	l2.fanfare_after_turn	14	17	cards=5/5 hand_unresolved=1 n_enemies=3	0
soak-20260804-224517-run004#f1	4	l2.fanfare_next_open_post_decay	11	17	cards=5/5 hand_unresolved=1 n_enemies=3	0
soak-20260804-224517-run004#f1	4	l2.encore_after_turn	5	0	cards=5/5 hand_unresolved=1 n_enemies=3	1
soak-20260804-224517-run004#f1		record.cards_played[Ethereal Spotlight]	0	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run004#f2	3	l1.damage	7	5	card=Chevreuse — Interdiction Fire target=Nibbit target_hp=24->19 n_enemies=1	0
soak-20260804-224517-run004#f2	5	l1.damage	7	10	card=Chevreuse — Interdiction Fire target=Nibbit target_hp=12->2 n_enemies=1	0
soak-20260804-224517-run004#f2	1	l2.fanfare_after_turn	6	14	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f2	1	l2.fanfare_next_open_post_decay	6	14	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f2	1	l2.encore_after_turn	5	0	cards=4/4 hand_unresolved=1 n_enemies=1	1
soak-20260804-224517-run004#f2	2	l2.block_at_turn_end	7	5	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f2	2	l2.enemy_pool_drop	10	5	cards=4/4 hand_unresolved=0 n_enemies=1 pool=31->26	0
soak-20260804-224517-run004#f2	2	l2.fanfare_after_turn	14	15	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f2	2	l2.fanfare_next_open_post_decay	11	15	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f2	3	l2.block_at_turn_end	7	5	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f2	3	l2.fanfare_after_turn	15	17	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f2	3	l2.fanfare_next_open_post_decay	12	17	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f2	4	l2.block_at_turn_end	20	21	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f2	4	l2.enemy_pool_drop	0	4	cards=4/4 hand_unresolved=1 n_enemies=1 pool=16->12	0
soak-20260804-224517-run004#f2	4	l2.fanfare_after_turn	23	22	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f2	4	l2.fanfare_next_open_post_decay	18	22	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f2	4	l2.encore_after_turn	5	0	cards=4/4 hand_unresolved=1 n_enemies=1	1
soak-20260804-224517-run004#f2		record.cards_played[Ethereal Spotlight]	0	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run004#f2		record.cards_played[Soloist's Solicitation]	2	3	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run004#f3	1	l2.enemy_pool_drop	20	14	cards=4/4 hand_unresolved=0 n_enemies=1 pool=56->42	0
soak-20260804-224517-run004#f3	1	l2.fanfare_after_turn	0	1	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f3	1	l2.fanfare_next_open_post_decay	0	1	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f3	2	l2.enemy_pool_drop	6	9	cards=4/4 hand_unresolved=1 n_enemies=1 pool=42->33	0
soak-20260804-224517-run004#f3	2	l2.fanfare_after_turn	7	8	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f3	2	l2.fanfare_next_open_post_decay	6	8	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f3	2	l2.encore_after_turn	5	0	cards=4/4 hand_unresolved=1 n_enemies=1	1
soak-20260804-224517-run004#f3	3	l2.block_at_turn_end	7	5	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f3	3	l2.fanfare_after_turn	8	16	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f3	3	l2.fanfare_next_open_post_decay	6	16	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f3	4	l2.fanfare_after_turn	16	18	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f3	4	l2.fanfare_next_open_post_decay	13	18	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f3		record.cards_played[Ethereal Spotlight]	0	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run004#f3		record.cards_played[Soloist's Solicitation]	3	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run004#f4	1	l2.block_at_turn_end	7	5	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f4	1	l2.enemy_pool_drop	16	13	cards=4/4 hand_unresolved=1 n_enemies=1 pool=83->70	0
soak-20260804-224517-run004#f4	1	l2.fanfare_after_turn	0	11	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f4	1	l2.fanfare_next_open_post_decay	0	11	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f4	2	l2.enemy_pool_drop	9	10	cards=4/4 hand_unresolved=0 n_enemies=1 pool=70->60	0
soak-20260804-224517-run004#f4	2	l2.fanfare_after_turn	11	14	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f4	2	l2.fanfare_next_open_post_decay	9	14	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f4	3	l2.enemy_pool_drop	16	13	cards=5/5 hand_unresolved=0 n_enemies=1 pool=60->47	0
soak-20260804-224517-run004#f4	3	l2.fanfare_after_turn	14	24	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f4	3	l2.fanfare_next_open_post_decay	11	24	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f4	4	l2.block_at_turn_end	7	9	cards=4/5 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f4	4	l2.enemy_pool_drop	16	13	cards=4/5 hand_unresolved=1 n_enemies=1 pool=47->34	0
soak-20260804-224517-run004#f4	4	l2.fanfare_next_open_post_decay	19	24	cards=4/5 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f4	5	l2.enemy_pool_drop	9	10	cards=4/4 hand_unresolved=0 n_enemies=1 pool=34->24	0
soak-20260804-224517-run004#f4	5	l2.fanfare_next_open_post_decay	19	24	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run004#f4	6	l2.block_at_turn_end	13	12	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f4	6	l2.fanfare_next_open_post_decay	19	24	cards=4/4 hand_unresolved=1 n_enemies=1	0
soak-20260804-224517-run004#f4	6	l2.encore_after_turn	5	0	cards=4/4 hand_unresolved=1 n_enemies=1	1
soak-20260804-224517-run004#f4		record.cards_played[Ethereal Spotlight]	0	7	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run004#f4		record.cards_played[Soloist's Solicitation]	4	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run004#f5	1	l2.enemy_pool_drop	20	10	cards=4/4 hand_unresolved=1 n_enemies=4 pool=83->73	0
soak-20260804-224517-run004#f5	1	l2.fanfare_after_turn	0	1	cards=4/4 hand_unresolved=1 n_enemies=4	0
soak-20260804-224517-run004#f5	1	l2.fanfare_next_open_post_decay	0	1	cards=4/4 hand_unresolved=1 n_enemies=4	0
soak-20260804-224517-run004#f5	1	l2.encore_after_turn	5	0	cards=4/4 hand_unresolved=1 n_enemies=4	1
soak-20260804-224517-run004#f5	2	l2.block_at_turn_end	7	5	cards=3/3 hand_unresolved=0 n_enemies=4	0
soak-20260804-224517-run004#f5	2	l2.enemy_pool_drop	24	18	cards=3/3 hand_unresolved=0 n_enemies=4 pool=73->55	0
soak-20260804-224517-run004#f5	2	l2.fanfare_after_turn	1	18	cards=3/3 hand_unresolved=0 n_enemies=4	0
soak-20260804-224517-run004#f5	2	l2.fanfare_next_open_post_decay	0	18	cards=3/3 hand_unresolved=0 n_enemies=4	0
soak-20260804-224517-run004#f5	3	l2.enemy_pool_drop	23	19	cards=4/4 hand_unresolved=1 n_enemies=4 pool=55->36	0
soak-20260804-224517-run004#f5	3	l2.fanfare_next_open_post_decay	14	18	cards=4/4 hand_unresolved=1 n_enemies=4	0
soak-20260804-224517-run004#f5	4	l2.block_at_turn_end	15	17	cards=4/4 hand_unresolved=1 n_enemies=4	0
soak-20260804-224517-run004#f5	4	l2.fanfare_after_turn	18	19	cards=4/4 hand_unresolved=1 n_enemies=4	0
soak-20260804-224517-run004#f5	4	l2.fanfare_next_open_post_decay	14	19	cards=4/4 hand_unresolved=1 n_enemies=4	0
soak-20260804-224517-run004#f5	5	l2.block_at_turn_end	4	6	cards=3/3 hand_unresolved=1 n_enemies=4	0
soak-20260804-224517-run004#f5	5	l2.enemy_pool_drop	24	6	cards=3/3 hand_unresolved=1 n_enemies=4 pool=20->14	0
soak-20260804-224517-run004#f5	5	l2.fanfare_after_turn	19	20	cards=3/3 hand_unresolved=1 n_enemies=4	0
soak-20260804-224517-run004#f5	5	l2.fanfare_next_open_post_decay	15	20	cards=3/3 hand_unresolved=1 n_enemies=4	0
soak-20260804-224517-run004#f5	5	l2.encore_after_turn	5	0	cards=3/3 hand_unresolved=1 n_enemies=4	1
soak-20260804-224517-run004#f5	6	l2.block_at_turn_end	0	4	cards=3/4 hand_unresolved=5 n_enemies=4	0
soak-20260804-224517-run004#f5	6	l2.enemy_pool_drop	10	13	cards=3/4 hand_unresolved=5 n_enemies=4 pool=14->1	0
soak-20260804-224517-run004#f5	6	l2.fanfare_next_open_post_decay	18	22	cards=3/4 hand_unresolved=5 n_enemies=4	0
soak-20260804-224517-run004#f5		record.cards_played[Ethereal Spotlight]	0	7	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run004#f5		record.cards_played[Soloist's Solicitation]	3	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run005#f1	1	l1.damage	6	9	card=Freminet — Pers, Deploy! target=Seapunk target_hp=46->37 n_enemies=1	0
soak-20260804-224517-run005#f1	4	l1.damage	6	0	card=Freminet — Pers, Deploy! target=Seapunk target_hp=13->13 n_enemies=1	0
soak-20260804-224517-run005#f1	1	l2.fanfare_after_turn	0	3	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f1	1	l2.fanfare_next_open_post_decay	0	3	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f1	2	l2.fanfare_after_turn	9	7	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f1	3	l2.block_at_turn_end	7	5	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f1	3	l2.enemy_pool_drop	12	5	cards=4/4 hand_unresolved=0 n_enemies=1 pool=25->20	0
soak-20260804-224517-run005#f1	3	l2.fanfare_after_turn	7	10	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f1	3	l2.fanfare_next_open_post_decay	6	10	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f1	4	l2.enemy_pool_drop	9	7	cards=4/4 hand_unresolved=0 n_enemies=1 pool=20->13	0
soak-20260804-224517-run005#f1	4	l2.fanfare_after_turn	10	13	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f1	4	l2.fanfare_next_open_post_decay	8	13	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f1	5	l2.block_at_turn_end	15	17	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f1	5	l2.fanfare_after_turn	13	17	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f1	5	l2.fanfare_next_open_post_decay	10	17	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f1	5	l2.encore_after_turn	5	0	cards=4/4 hand_unresolved=0 n_enemies=1	1
soak-20260804-224517-run005#f1		record.cards_played[Ethereal Spotlight]	0	6	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run005#f1		record.cards_played[Soloist's Solicitation]	5	6	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run005#f2	3	l1.damage	6	9	card=Freminet — Pers, Deploy! target=Corpse Slug target_hp=16->7 n_enemies=2	0
soak-20260804-224517-run005#f2	1	l2.enemy_pool_drop	18	15	cards=4/4 hand_unresolved=0 n_enemies=2 pool=51->36	0
soak-20260804-224517-run005#f2	1	l2.fanfare_after_turn	0	3	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run005#f2	1	l2.fanfare_next_open_post_decay	0	3	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run005#f2	2	l2.fanfare_next_open_post_decay	9	11	cards=5/5 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run005#f2	2	l2.encore_after_turn	5	0	cards=5/5 hand_unresolved=0 n_enemies=2	1
soak-20260804-224517-run005#f2	3	l2.block_at_turn_end	14	11	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run005#f2	3	l2.fanfare_next_open_post_decay	9	11	cards=4/4 hand_unresolved=0 n_enemies=2	0
soak-20260804-224517-run005#f2		record.cards_played[Crashing Waves+]	1	2	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run005#f2		record.cards_played[Ethereal Spotlight]	0	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run005#f3	2	l2.block_at_turn_end	8	7	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f3	2	l2.enemy_pool_drop	0	3	cards=4/4 hand_unresolved=0 n_enemies=1 pool=21->18	0
soak-20260804-224517-run005#f3	2	l2.fanfare_after_turn	6	11	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f3	2	l2.fanfare_next_open_post_decay	5	11	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f3	2	l2.encore_after_turn	5	0	cards=4/4 hand_unresolved=0 n_enemies=1	1
soak-20260804-224517-run005#f3	3	l2.block_at_turn_end	9	8	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f3	3	l2.enemy_pool_drop	9	8	cards=5/5 hand_unresolved=0 n_enemies=1 pool=18->10	0
soak-20260804-224517-run005#f3	3	l2.fanfare_after_turn	11	15	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f3	3	l2.fanfare_next_open_post_decay	9	15	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f3	3	l2.encore_after_turn	5	0	cards=5/5 hand_unresolved=0 n_enemies=1	1
soak-20260804-224517-run005#f3		record.cards_played[Crashing Waves+]	1	2	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run005#f3		record.cards_played[Ethereal Spotlight]	0	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run005#f4	1	l2.enemy_pool_drop	19	16	cards=4/4 hand_unresolved=0 n_enemies=1 pool=53->37	0
soak-20260804-224517-run005#f4	1	l2.fanfare_after_turn	0	8	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f4	1	l2.fanfare_next_open_post_decay	0	8	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f4	2	l2.block_at_turn_end	13	11	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f4	2	l2.fanfare_after_turn	8	12	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f4	2	l2.fanfare_next_open_post_decay	6	12	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f4	3	l2.block_at_turn_end	21	17	cards=6/6 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f4	3	l2.fanfare_after_turn	12	17	cards=6/6 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f4	3	l2.fanfare_next_open_post_decay	10	17	cards=6/6 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f4	3	l2.encore_after_turn	2	0	cards=6/6 hand_unresolved=0 n_enemies=1	1
soak-20260804-224517-run005#f4	4	l2.enemy_pool_drop	24	21	cards=4/4 hand_unresolved=0 n_enemies=1 pool=28->7	0
soak-20260804-224517-run005#f4	4	l2.fanfare_after_turn	17	24	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f4	4	l2.fanfare_next_open_post_decay	14	24	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-224517-run005#f4		record.cards_played[Crashing Waves+]	1	2	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run005#f4		record.cards_played[Ethereal Spotlight]	0	5	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run005#f5	2	l1.damage	6	-10	card=Soloist's Solicitation target=Corpse Slug target_hp=6->16 n_enemies=3	1
soak-20260804-224517-run005#f5	1	l2.block_at_turn_end	7	5	cards=5/5 hand_unresolved=0 n_enemies=3	0
soak-20260804-224517-run005#f5	1	l2.fanfare_after_turn	0	12	cards=5/5 hand_unresolved=0 n_enemies=3	0
soak-20260804-224517-run005#f5	1	l2.fanfare_next_open_post_decay	0	12	cards=5/5 hand_unresolved=0 n_enemies=3	0
soak-20260804-224517-run005#f5	2	l2.enemy_pool_drop	15	17	cards=4/4 hand_unresolved=0 n_enemies=3 pool=39->22	0
soak-20260804-224517-run005#f5	2	l2.fanfare_after_turn	12	14	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-224517-run005#f5	2	l2.fanfare_next_open_post_decay	10	14	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-224517-run005#f5	3	l2.block_at_turn_end	21	14	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-224517-run005#f5	3	l2.enemy_pool_drop	0	5	cards=4/4 hand_unresolved=0 n_enemies=3 pool=22->17	0
soak-20260804-224517-run005#f5	3	l2.fanfare_after_turn	20	18	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-224517-run005#f5	3	l2.fanfare_next_open_post_decay	16	18	cards=4/4 hand_unresolved=0 n_enemies=3	0
soak-20260804-224517-run005#f5		record.cards_played[Crashing Waves+]	1	2	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-224517-run005#f5		record.cards_played[Ethereal Spotlight]	0	4	fight.cards_played vs posted play_card actions (same log)	1
soak-20260804-225937-run001#f1	3	l1.damage	6	1	card=Freminet — Pers, Deploy! target=Nibbit target_hp=25->24 n_enemies=1	0
soak-20260804-225937-run001#f1	1	l2.block_at_turn_end	0	1	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run001#f1	1	l2.fanfare_after_turn	0	15	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run001#f1	1	l2.fanfare_next_open_post_decay	0	15	cards=5/5 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run001#f1	2	l2.enemy_pool_drop	9	1	cards=4/4 hand_unresolved=0 n_enemies=1 pool=31->30	0
soak-20260804-225937-run001#f1	2	l2.fanfare_after_turn	15	18	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run001#f1	2	l2.fanfare_next_open_post_decay	12	18	cards=4/4 hand_unresolved=0 n_enemies=1	0
soak-20260804-225937-run001#f1	3	l2.enemy_pool_drop	21	18	cards=4/4 hand_unresolved=0 n_enemies=1 pool=30->12	0
